"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Spronck B.; Delhaas T.; Op'T Roodt J.; Reesink K.D.","Spronck, Bart (55448111400); Delhaas, Tammo (7003505946); Op'T Roodt, Jos (8724656800); Reesink, Koen D. (6507917219)","55448111400; 7003505946; 8724656800; 6507917219","Carotid Artery Applanation Tonometry Does Not Cause Significant Baroreceptor Activation","2016","American Journal of Hypertension","29","3","","299","302","3","5","10.1093/ajh/hpv064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960394961&doi=10.1093%2fajh%2fhpv064&partnerID=40&md5=2bf970267a10e2409db6077fbf7345a1","BACKGROUND Carotid artery applanation tonometry is widely used in estimating local carotid artery pressure waveforms and carotid-femoral pulse wave velocity. However, the substantial pressure applied locally to the carotid artery with applanation tonometry might well evoke a baroreceptor response, resulting in bradycardia and hypotension. Therefore, when carotid and femoral tonometry are performed sequentially, baroreceptor activation could lead to different hemodynamic conditions between carotid and femoral acquisitions. Combining those acquisitions into one pulse wave velocity measure would be erroneous. In this study, we assessed whether carotid applanation tonometry has an influence on heart rate and blood pressure. METHODS In 26 hypertensive subjects, heart rate and blood pressure were assessed by continuous finger pulse waveform recording during carotid as well as femoral applanation tonometry. Both carotid and femoral acquisitions were measured in alternation and in triplicate. Median averaging over the 3 carotid and femoral measurements, respectively, was used to obtain a subject's median heart rate and blood pressure during carotid as well as femoral tonometry. RESULTS Difference in heart rate during carotid and femoral tonometry was-0.7±2.2 bpm. Differences in systolic, pulse, and diastolic blood pressure were-0.7±6.8,-0.1±3.8, and-0.3±3.5mm Hg, respectively. All differences were statistically nonsignificant. Confidence intervals were used to calculate the maximum absolute difference at 95% certainty, which was 1.6 bpm for heart rate and ≤3.5mm Hg for all blood pressures. CONCLUSIONS We conclude that in our study, carotid artery applanation tonometry as performed by an experienced researcher did not cause clinically significant baroreceptor activation. © 2015 American Journal of Hypertension, Ltd. All rights reserved.","applanation tonometry; baroreceptor activation; baroreflex; blood pressure; carotid artery; hypertension; pulse wave velocity","Baroreflex; Blood Pressure; Carotid Arteries; Femoral Artery; Heart Rate; Humans; Hypertension; Manometry; Pressoreceptors; Pulse Wave Analysis; arterial pressure; Article; blood pressure; bradycardia; carotid artery; clinical article; diastolic blood pressure; femoral artery; heart rate; heart rate variability; hemodynamics; human; hypotension; pressoreceptor; priority journal; pulse wave; tonometry; blood pressure; carotid artery; femoral artery; hypertension; manometry; pathophysiology; physiology; pressoreceptor; pressoreceptor reflex; procedures","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84960394961"
"Dumas L.; El Bouti T.; Lucor D.","Dumas, Laurent (56231868900); El Bouti, Tamara (57191894989); Lucor, Didier (55936684000)","56231868900; 57191894989; 55936684000","A Robust and Subject-Specific Hemodynamic Model of the Lower Limb Based on Noninvasive Arterial Measurements","2017","Journal of Biomechanical Engineering","139","1","011002","","","","6","10.1115/1.4034833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994627558&doi=10.1115%2f1.4034833&partnerID=40&md5=72d83ee0aed6ac293754102aea98f246","Cardiovascular diseases are currently the leading cause of mortality in the population of developed countries, due to the constant increase in cardiovascular risk factors, such as high blood pressure, cholesterol, overweight, tobacco use, lack of physical activity, etc. Numerous prospective and retrospective studies have shown that arterial stiffening is a relevant predictor of these diseases. Unfortunately, the arterial stiffness distribution across the human body is difficult to measure experimentally. We propose a numerical approach to determine the arterial stiffness distribution of an arterial network using a subject-specific one-dimensional model. The proposed approach calibrates the optimal parameters of the reduced-order model, including the arterial stiffness, by solving an inverse problem associated with the noninvasive in vivo measurements. An uncertainty quantification analysis has also been carried out to measure the contribution of the model input parameters variability, alone or by interaction with other inputs, to the variation of clinically relevant hemodynamic indices, here the arterial pulse pressure. The results obtained for a lower limb model, demonstrate that the numerical approach presented here can provide a robust and subject-specific tool to the practitioner, allowing an early and reliable diagnosis of cardiovascular diseases based on a noninvasive clinical examination. © 2017 by ASME.","","Arteries; Blood Flow Velocity; Blood Pressure; Computer Simulation; Humans; Lower Extremity; Models, Cardiovascular; Patient-Specific Modeling; Vascular Stiffness; Blood pressure; Cardiology; Diseases; Inverse problems; Stiffness; Uncertainty analysis; Cardio-vascular disease; Cardio-vascular risk factors; Clinical examination; Hemodynamic modeling; High blood pressures; One-dimensional model; Reduced order models; Uncertainty quantifications; arterial stiffness; Article; hemodynamics; human; hypertension; lower limb; model; pulse pressure; reproducibility; Young modulus; arterial stiffness; artery; biological model; blood flow velocity; blood pressure; computer simulation; lower limb; physiology; vascularization; Diagnosis","Article","Final","","Scopus","2-s2.0-84994627558"
"Kario K.","Kario, Kazuomi (7102633390)","7102633390","Systemic hemodynamic atherothrombotic syndrome and resonance hypothesis of Blood pressure variability: Triggering cardiovascular events","2016","Korean Circulation Journal","46","4","","456","467","11","21","10.4070/kcj.2016.46.4.456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979782474&doi=10.4070%2fkcj.2016.46.4.456&partnerID=40&md5=9a0f44a99395172dd49996d3977850d0","Blood pressure (BP) exhibits different variabilities and surges with different time phases, from the shortest beat-by-beat to longest yearly changes. We hypothesized that the synergistic resonance of these BP variabilites generates an extraordinarily large dynamic surge in BP and triggers cardiovascular events (the resonance hypothesis). The power of pulses is transmitted to the peripheral sites without attenuation by the large arteries, in individuals with stiffened arteries. Thus, the effect of a BP surge on cardiovascular risk would be especially exaggerated in high-risk patients with vascular disease. Based on this concept, our group recently proposed a new theory of systemic hemodynamic atherothromboltic syndrome (SHATS), a vicious cycle of hemodynamic stress and vascular disease that advances organ damage and triggers cardiovascular disease. Clinical phenotypes of SHATS are large-artery atherothombotic diseases such as stroke, coronary artery disease, and aortic and pheripheral artery disease; small-artery diseases, and microcirculation-related disease such as vascular cognitive dysfunction, heart failure, and chronic kidney disease. The careful consideration of BP variability and vascular diseases such as SHATS, and the early detection and management of SHATS, will achieve more effective individualized cardiovascular protection. In the near future, information and communication technology-based 'anticipation medicine' predicted by the changes of individual BP values could be a promising approach to achieving zero cardiovascular events. Copyright © 2016 The Korean Society of Cardiology.","Blood pressure; Hypertension; Masked hypertension; Remote sensing technology","arterial stiffness; artery thrombosis; blood pressure monitoring; blood pressure variability; cardiovascular risk; cerebrovascular accident; chronic kidney disease; cognitive defect; coronary artery disease; heart failure; hemodynamic stress; high risk patient; home monitoring; human; hypertension; kidney denervation; microcirculation; peripheral occlusive artery disease; phenotype; Review; systemic hemodynamic atherothrombotic syndrome","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84979782474"
"Kristensen S.; Schmidt E.B.; Schlemmer A.; Rasmussen C.; Lindgreen E.; Johansen M.B.; Christensen J.H.","Kristensen, Salome (57191262673); Schmidt, Erik Berg (7402693904); Schlemmer, Annette (57192238992); Rasmussen, Claus (7103365306); Lindgreen, Esther (35180135000); Johansen, Martin Berg (35573633600); Christensen, Jeppe Hagstrup (57203597055)","57191262673; 7402693904; 57192238992; 7103365306; 35180135000; 35573633600; 57203597055","The effect of marine n-3 polyunsaturated fatty acids on cardiac autonomic and hemodynamic function in patients with psoriatic arthritis: a randomised, double-blind, placebo-controlled trial","2016","Lipids in Health and Disease","15","1","","1","10","9","19","10.1186/s12944-016-0382-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003952271&doi=10.1186%2fs12944-016-0382-5&partnerID=40&md5=f908515fe43b60b9c2a373d43c3f6c2a","Background: The aim of this study was to investigate the effect of marine n-3 polyunsaturated fatty acids (PUFA) on cardiac autonomic function and vascular function in patients with psoriatic arthritis. Methods: The study was conducted as a randomized, double-blind, placebo-controlled trial, where 145 patients with psoriatic arthritis were supplemented with 3 g of n-3 PUFA or olive oil (control) daily for 24 weeks. Blood pressure, heart rate, heart rate variability (HRV), central blood pressure, pulse wave velocity (PWV) and fatty acid composition of granulocytes, were determined at baseline and after supplementation. Results: At baseline we found a significant difference in the mean of all normal RR intervals (inverse of heart rate, vary from beat to beat) when comparing subjects with the highest vs the lowest fish intake (p = 0.03). After supplementation for 24 weeks there was a trend towards an increase in RR (p = 0.13) and decrease in heart rate (p = 0.12) comparing the n-3 PUFA group with the control group. However, per-protocol analysis showed significantly increased RR (p = 0.01) and lowered heart rate (p = 0.01) in the n-3 PUFA supplemented patients compared with controls. Blood pressure, PWV and Central blood pressure did not change after supplementation with n-3 PUFA. Adjustment for disease activity and conventional cardiovascular risk factors did not change the results. Conclusions: Marine n-3 PUFA increased RR intervals in patients with psoriatic arthritis which may suggest a protective effect of n-3 PUFA against cardiovascular disease in this population. Trial registration: Clinicaltrials.gov Identifier: NCT01818804. © 2016 The Author(s).","Arterial stiffness; Cardiac autonomic function; Heart rate variability; n-3 PUFA; Psoriatic arthritis; Pulse wave velocity","Adult; Aged; Arthritis, Psoriatic; Autonomic Nervous System; Cardiovascular Diseases; Dietary Supplements; Double-Blind Method; Fatty Acids, Omega-3; Female; Heart; Hemodynamics; Humans; Male; Middle Aged; Olive Oil; olive oil; omega 3 fatty acid; placebo; olive oil; omega 3 fatty acid; adult; Article; blood pressure; breathing rate; cardiac autonomic function; cardiovascular risk; controlled study; diet supplementation; disease activity; double blind procedure; female; fish; granulocyte; heart function; heart hemodynamics; heart rate variability; human; lipid composition; major clinical study; male; nutritional value; psoriatic arthritis; pulse wave; randomized controlled trial; risk factor; aged; Arthritis, Psoriatic; autonomic nervous system; Cardiovascular Diseases; diet therapy; dietary supplement; drug effects; heart; hemodynamics; middle aged; pathophysiology","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85003952271"
"Lee H.-C.; Tsai Y.-F.; Tsai H.-I.; Chung P.C.-H.; Yu H.-P.; Lee W.-C.; Lin C.-C.","Lee, H.-C. (23569792100); Tsai, Y.-F. (57211726264); Tsai, H.-I. (55206934700); Chung, P.C.-H. (12752338100); Yu, H.-P. (8583421700); Lee, W.-C. (24470876400); Lin, C.-C. (16025187700)","23569792100; 57211726264; 55206934700; 12752338100; 8583421700; 24470876400; 16025187700","Pulse Oximeter-Derived Pleth Variability Index is a Reliable Indicator of Cardiac Preload in Patients Undergoing Liver Transplantation","2016","Transplantation Proceedings","48","4","","1055","1058","3","5","10.1016/j.transproceed.2015.12.106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975127058&doi=10.1016%2fj.transproceed.2015.12.106&partnerID=40&md5=1f15fb18c4af5a406bbe4268f4e346fe","Background Accurate estimation of cardiac preload during liver transplantation is essential. The right ventricular end-diastolic volume index (RVEDVI) is recognized as a good preload indicator in patients undergoing liver transplantation. Recently, dynamic variation parameters including pleth variability index (PVI) have been used as predictors of fluid responsiveness. However, the correlation between PVI and preload status has not been well studied. We evaluated the relationship between PVI and RVEDVI during liver transplantation. Methods Eighteen patients undergoing liver transplantation were enrolled in this study. Data of hemodynamic parameters including PVI derived by Masimo Rainbow SET Pulse CO-Oximeter, central venous pressure (CVP), pulmonary arterial occlusion pressure (PAOP), and RVEDI were obtained at 10 defined time points throughout liver transplantation. The correlation between RVEDVI and CVP, PAOP, and PVI was analyzed using Spearman rank test. We also investigated the ability of PVI to accurately differentiate RVEDVI <123 or >142 mL/m2 using receiver operating characteristic (ROC) analysis. Results There was fair to good correlation between PVI and RVEDVI (correlation coefficient = -0.492, P <.001). The correlation coefficient between CVP, PAOP, and RVEDVI was 0.345 and 0.463, respectively. A 13.5% cutoff value of PVI estimated the RVEDVI <123 mL/m2 (area under the curve [AUC] = 0.762). A 12.5% cutoff value of PVI estimated the RVEDVI >142 mL/m2 (AUC = 0.745). Conclusions PVI presented as a reliable estimate of preload status and may be a useful predictor of fluid responsiveness in patients undergoing liver transplantation. © 2016 Elsevier Inc. All rights reserved.","","Adult; Aged; Area Under Curve; Central Venous Pressure; Female; Health Status Indicators; Hemodynamics; Humans; Liver Transplantation; Male; Middle Aged; Oximetry; Plethysmography; Predictive Value of Tests; Prospective Studies; ROC Curve; Stroke Volume; adult; body mass; cardiovascular parameters; central venous pressure; clinical article; Conference Paper; controlled study; diagnostic test accuracy study; female; heart preload; heart right ventricle enddiastolic volume; hemodynamic parameters; human; liver transplantation; male; middle aged; pleth variability index; priority journal; prospective study; pulmonary artery occlusion pressure; pulse oximeter; pulse oximetry; pulse pressure; receiver operating characteristic; sensitivity and specificity; aged; area under the curve; health status indicator; heart stroke volume; hemodynamics; liver transplantation; oximetry; physiology; plethysmography; predictive value; procedures; statistics and numerical data","Conference paper","Final","","Scopus","2-s2.0-84975127058"
"Kaur M.; Srivastav S.; Jaryal A.K.; Deepak K.K.","Kaur, Manpreet (55142811100); Srivastav, Shival (57159203400); Jaryal, Ashok Kumar (6506963694); Deepak, Kishore Kumar (6701861096)","55142811100; 57159203400; 6506963694; 6701861096","Baroreflex dysfunction in prader willi syndrome","2016","Journal of Clinical and Diagnostic Research","10","3","","CD01","CD02","1","3","10.7860/JCDR/2016/17064.7410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960126746&doi=10.7860%2fJCDR%2f2016%2f17064.7410&partnerID=40&md5=8b6331bd6679d7ad25012265e73e71cf","Prader-Willi syndrome is a classical hypothalamic insufficiency disorder. This syndrome is often associated with cardiovascular morbidity and mortality – which could probably be attributed to autonomic dysfunction. A 21-year-old Prader Willi syndrome patient was referred for cardiovascular and autonomic function assessment. We performed a battery of tests assessing vascular structure (carotid intima thickness), vascular function (arterial stiffness indices), baroreflex sensitivity (overall integrator of short term regulation of blood pressure), blood pressure variability and autonomic tone (heart rate variability) along with autonomic reactivity tests.We observed impaired baroreflex sensitivity along with orthostatic tachycardia with normal vascular function tests. Prader- Willi syndrome patient have baroreflex dysfunction with probable afferent and/ central autonomic neural defects. © 2016, Journal of Clinical and Diagnostic Research. All rights reserved.","Arterial stiffness; Autonomic dysfunction; Carotid intima thickness","adult; arterial stiffness; arterial wall thickness; Article; autonomic dysfunction; B scan; baroreflex dysfunction; baroreflex sensitivity; case report; cold pressor test; deep breathing test; electrocardiography; head tilting; heart rate variability; hemodynamic parameters; human; isometric exercise; male; Prader Willi syndrome; pressoreceptor reflex; pulse wave; systolic blood pressure; Valsalva maneuver; young adult","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84960126746"
"Schulze V.; Meyer C.; Eickholt C.; Sansone R.; Keymel S.; Heiss C.; Rassaf T.; Kelm M.; Steiner S.","Schulze, Volker (35933828200); Meyer, Christian (57226355999); Eickholt, Christian (14015406000); Sansone, Roberto (55497459700); Keymel, Stefanie (15081249400); Heiss, Christian (35272137800); Rassaf, Tienush (6603090893); Kelm, Malte (24794775000); Steiner, Stephan (7103186193)","35933828200; 57226355999; 14015406000; 55497459700; 15081249400; 35272137800; 6603090893; 24794775000; 7103186193","Impact of Continuous Positive Airway Pressure on Left Ventricular Systolic Loading and Coronary Flow Reserve in Healthy Young Men","2018","Heart Lung and Circulation","27","3","","344","349","5","2","10.1016/j.hlc.2017.02.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019407023&doi=10.1016%2fj.hlc.2017.02.022&partnerID=40&md5=7aca052919184665bb65cf10aeb4b1ba","Background: Increased augmentation index (AIx) is accompanied by an elevated cardiovascular risk. A reduction of AIx is known for long-term continuous positive airway pressure (CPAP) therapy. We hypothesised that acute preload and left ventricular workload effects AIx and subendocardial viability ratio (SEVR) as a marker of coronary flow reserve. Methods: Increased augmentation index and central blood pressure parameters were measured by radial artery tonometry in 17 healthy men (32/ ± 6 years) at rest and during CPAP ventilation at pressures of 5, 10 mbar and after recovery. In a subset of seven individuals, haemodynamic parameters and autonomic function were additionally examined using combined impedance cardiography and continuous noninvasive blood pressure monitoring. Results: Continuous positive airway pressure reduced heart rate corrected (AIx@75) (-2.8 ± 8.1 [rest] to −10.7 ± 11.3 [5 mbar], p < 0.01, to −12.2 ± 10.5% [10 mbar], p < 0.01) and systolic time integral as a marker of left ventricular workload (2115 ± 231 [rest] to 1978 ± 290 [5 mbar], p = 0.02 to 1940 ± 218 [10 mbar], p < 0.01 to 2013 ± 241 mmHg/s per min [recovery], p = 0.03), while central systolic pressure did not change during CPAP. Total Peripheral Resistance Index increased reaching level of significance at 10 mbar CPAP condition (1701 ± 300 [rest] to 1850 ± 301 dyn*s*m2/cm5 [10 mbar], p = 0.04). There was a reversible increase of SEVR under CPAP conditions. Conclusions: Continuous positive airway pressure ventilation acutely reduces AIx, heart rate and left ventricular workload in healthy young men. These effects seem to be mediated by left ventricular filling pressure, workload and reflection wave. Furthermore, we found an increase of subendocardial viability ratio as an indication for a rising coronary flow reserve by CPAP. © 2017 Australian and New Zealand Society of Cardiac and Thoracic Surgeons (ANZSCTS) and the Cardiac Society of Australia and New Zealand (CSANZ)","Augmentation index; Buckberg index; Cardiovascular physiology; CPAP; Systolic time integral; Workload","Adult; Blood Pressure; Continuous Positive Airway Pressure; Coronary Circulation; Healthy Volunteers; Humans; Male; Pulse Wave Analysis; Stroke Volume; Systole; Vascular Stiffness; Ventricular Function, Left; adult; Article; augmentation index; blood pressure monitoring; coronary artery blood flow; coronary flow reserve; diastolic blood pressure; heart left ventricle function; heart preload; heart rate; heart rate variability; hemodynamic parameters; human; impedance cardiography; male; non invasive procedure; normal human; peripheral arterial tonometry; positive end expiratory pressure; priority journal; pulse wave; subendocardial viability ratio; systolic blood pressure; vascular resistance; arterial stiffness; blood pressure; heart left ventricle function; heart stroke volume; physiology; positive end expiratory pressure; procedures; systole","Article","Final","","Scopus","2-s2.0-85019407023"
"Sato M.; Kunisawa T.; Kurosawa A.; Sasakawa T.","Sato, Makoto (57188962753); Kunisawa, Takayuki (7004109430); Kurosawa, Atsushi (35272046100); Sasakawa, Tomoki (7003419551)","57188962753; 7004109430; 35272046100; 7003419551","Pulse oximetry-derived pleth variability index can predict dexmedetomidine-induced changes in blood pressure in spontaneously breathing patients","2016","Journal of Clinical Anesthesia","34","","","318","324","6","3","10.1016/j.jclinane.2016.05.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971657402&doi=10.1016%2fj.jclinane.2016.05.012&partnerID=40&md5=32a373600acf013642f802a672987d39","Study objective Hypertension or hypotension in patients receiving continuous infusions of dexmedetomidine (DEX) is often due to changes in vascular resistance caused by α2 receptor stimulation. We investigated whether baseline perfusion index (PI) and pleth variability index (PVI), derived from pulse oximetry readings, could predict DEX-induced changes in the hemodynamic status in spontaneously breathing patients. Design Observational study. Setting Operating room. Patients Patients (American Society of Anesthesiologists performance status 1 or 2) scheduled to undergo lower extremity or abdominal procedures under regional anesthesia were approached. Interventions The PI and PVI were set as baseline upon arrival in theater and were then measured at 2.5-minute intervals. Upon attaining stable hemodynamic status under spontaneous breathing, intravenous administration of DEX was initiated at 6 μg kg- 1 h- 1 for 10 minutes, followed by continuous infusion at 0.6 μg kg- 1 h- 1. Measurements Blood pressure, heart rate, PI, and PVI were measured. Hypertension was defined as an increase in systolic blood pressure (SBP) > 15% and hypotension as a decrease in SBP < 15% from baseline. Main results Baseline PI and PVI correlated with the degree of change in SBP. The maximum percentage increase as well as the maximum percentage of decrease in SBP from baseline correlated with baseline PI (r = 0.418 [P =.005] and r = 0.507 [P <.001], respectively) and PVI (r = - 0.658 [P <.001] and r = - 0.438 [P =.003], respectively). PVI < 15 identified DEX-induced hypertension (sensitivity 94%, specificity 85%) and PVI > 16 identified DEX-induced hypotension (sensitivity 83%, specificity 64%). Conclusions PVI may predict DEX-induced changes in blood pressure in spontaneously breathing patients. © 2016 Elsevier Inc.","Blood pressure; Dexmedetomidine; Pleth variability index","Adult; Aged; Aged, 80 and over; Blood Pressure; Dexmedetomidine; Female; Heart Rate; Hemodynamics; Humans; Hypertension; Hypnotics and Sedatives; Hypotension; Infusions, Intravenous; Male; Middle Aged; Oximetry; Plethysmography; Sensitivity and Specificity; alpha 2 adrenergic receptor; atropine; dexmedetomidine; ephedrine; nicardipine; dexmedetomidine; hypnotic sedative agent; adult; aged; Article; breathing; cardiovascular parameters; clinical article; continuous infusion; female; heart hemodynamics; heart rate; human; hypertension; hypotension; lower limb; male; perfusion index; pleth variability index; plethysmography; priority journal; pulse oximeter; pulse oximetry; regional anesthesia; systolic blood pressure; vascular resistance; blood pressure; chemically induced; drug effects; hemodynamics; hypertension; hypotension; intravenous drug administration; middle aged; oximetry; plethysmography; procedures; sensitivity and specificity; very elderly","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84971657402"
"Magliocca A.; Rezoagli E.; Anderson T.A.; Burns S.M.; Ichinose F.; Chitilian H.V.","Magliocca, Aurora (55382995400); Rezoagli, Emanuele (54786894800); Anderson, Thomas Anthony (56194357000); Burns, Sara Maria (57194504848); Ichinose, Fumito (7004537669); Chitilian, Hovig Vatche (6507510193)","55382995400; 54786894800; 56194357000; 57194504848; 7004537669; 6507510193","Cardiac Output Measurements Based on the Pulse Wave Transit Time and Thoracic Impedance Exhibit Limited Agreement with Thermodilution Method during Orthotopic Liver Transplantation","2018","Anesthesia and Analgesia","126","1","","85","92","7","24","10.1213/ANE.0000000000002171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020649873&doi=10.1213%2fANE.0000000000002171&partnerID=40&md5=fdd4bd79f264fe2d84c5fad3d84aaeac","BACKGROUND: Orthotopic liver transplantation (OLT) is characterized by significant intraoperative hemodynamic variability. Accurate and real-time cardiac output (CO) monitoring aids clinical decision making during OLT. The purpose of this study is to compare accuracy, precision, and trending ability of CO estimation obtained noninvasively using pulse wave transit time (estimated continuous cardiac output [esCCO; Nihon Kohden, Tokyo, Japan]) or thoracic bioimpedance (ICON; Osypka Medical GmbH, Berlin, Germany) to thermodilution cardiac output (TDCO) measured with a pulmonary artery catheter. METHODS: Nineteen patients undergoing OLT were enrolled. CO measurements were collected with esCCO, ICON, and thermodilution at 5 time points: (T1) pulmonary artery catheter insertion; (T2) surgical incision; (T3) portal reperfusion; (T4) hepatic arterial reperfusion; and (T5) abdominal closure. The results were analyzed with Bland-Altman plot, percentage error (the percentage of the difference between the CO estimated with the noninvasive monitoring device and CO measured with the thermodilution technique), 4-quadrant plot with concordance rate (the percentage of the total number of points in the I and III quadrant of the 4-quadrant plot), and concordance correlation coefficient (a measure of how well the pairs of observations deviate from the 45-degree line of perfect agreement). RESULTS: Although TDCO increased at T3-T5, both esCCO and ICON failed to track the changes of CO with sufficient accuracy and precision. The mean bias of esCCO and ICON compared to TDCO were -2.0 L/min (SD, ±2.7 L/min) and -3.3 L/min (SD, ±2.8 L/min), respectively. The percentage error was 69% for esCCO and 77% for ICON. The concordance correlation coefficient was 0.653 (95% confidence interval [CI], 0.283-0.853) for esCCO and 0.310 (95% CI, -0.167 to 0.669) for ICON. Nonetheless, esCCO and ICON exhibited reasonable trending ability of TDCO (concordance rate: 95% [95% CI, 88-100] and 100% [95% CI, 93-100]), respectively. The mean bias was correlated with systemic vascular resistance (SVR) and arterial elastance (Ea) for esCCO (SVR, r = 0.610, 95% CI, 0.216-0.833, P <.0001; Ea, r = 0.692, 95% CI, 0.347-0.872; P <.0001) and ICON (SVR, r = 0.573, 95% CI, 0.161-0.815, P <.0001; Ea, r = 0.612, 95% CI, 0.219-0.834, P <.0001). CONCLUSIONS: The noninvasive CO estimation with esCCO and ICON exhibited limited accuracy and precision, despite with reasonable trending ability, when compared to TDCO, during OLT. The inaccuracy of esCCO and ICON is especially large when SVR and Ea were decreased during the neohepatic phase. Further refinement of the technology is desirable before noninvasive techniques can replace TDCO during OLT. © 2017 International Anesthesia Research Society.","","Aged; Cardiac Output; Electric Impedance; Female; Humans; Liver Transplantation; Male; Middle Aged; Monitoring, Intraoperative; Prospective Studies; Pulse Wave Analysis; Thermodilution; adult; arterial pressure; artery compliance; Article; central venous pressure; clinical article; clinical evaluation; comparative effectiveness; controlled study; devices; diastolic arterial pressure; female; heart output; heart output measurement; heart rate; hemodynamic monitoring; human; impedance; liver transplantation; lung artery pressure; male; mean arterial pressure; measurement accuracy; measurement precision; non invasive procedure; priority journal; prospective study; pulse wave; reperfusion; systemic vascular resistance; systolic arterial pressure; thermodilution; time; vasodilatation; aged; comparative study; intraoperative monitoring; liver transplantation; middle aged; physiology; procedures; pulse wave; thermodilution","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85020649873"
"Kluckow M.; Lemmers P.","Kluckow, M. (6701837797); Lemmers, P. (12774962300)","6701837797; 12774962300","Hemodynamic assessment of the patent ductus arteriosus: Beyond ultrasound","2018","Seminars in Fetal and Neonatal Medicine","23","4","","239","244","5","32","10.1016/j.siny.2018.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046781149&doi=10.1016%2fj.siny.2018.04.002&partnerID=40&md5=58615297a544e43765db939b2f6f62b0","Assessment and management of a patent ductus arteriosus (PDA) in premature infants remains problematic. The more immature the infant, the more likely a PDA is to be present, due to lower spontaneous PDA closure rates. Clinicians now recognize that not all PDAs require treatment and that selection of the group of infants with a more hemodynamically relevant PDA, often manifesting as an increasing systemic-to-pulmonary shunt, is increasingly important. Ultrasound is the mainstay of diagnosis and physiological assessment of the PDA; however, there are other methodologies used to assess hemodynamic importance of the PDA. These range from assessment of clinical signs through biomarkers and finally to physiological assessment of the end-organ effect of the PDA, using methods such as cerebral Doppler or near infra-red spectroscopy. Extended assessment of a PDA's physiological effect may lead to a more individualized approach to PDA treatment. © 2018","Hemodynamics; Near-infrared spectroscopy; Neonate; Patent ductus arteriosus; Preterm","Ductus Arteriosus, Patent; Gestational Age; Hemodynamics; Humans; Infant, Newborn; Infant, Premature; Spectroscopy, Near-Infrared; Ultrasonography, Doppler; amino terminal pro brain natriuretic peptide; biological marker; brain natriuretic peptide; C reactive protein; carbon monoxide; dobutamine; furosemide; ischemia modified albumin; morphine; steroid; troponin T; assisted ventilation; cardiovascular parameters; chorioamnionitis; clinical assessment; clinical examination; diastolic blood pressure; erythrocyte; genetic predisposition; genetic variability; gestational age; heart hemodynamics; heart murmur; heart perfusion; human; hypotension; inflammation; intrauterine growth retardation; low birth weight; near infrared spectroscopy; patent ductus arteriosus; patient selection; perfusion index; plethysmography; prenatal period; pulse pressure; Review; thorax radiography; thrombocytopenia; diagnostic imaging; Doppler ultrasonography; hemodynamics; newborn; patent ductus arteriosus; pathophysiology; physiology; prematurity","Review","Final","","Scopus","2-s2.0-85046781149"
